equipment_name,cleaned_name,brand_name,product_name,product_category,instrument_type,equipment_urls
Diamond Memory Lane Junior,Diamond Memory Lane Junior,Diamond,Memory Lane Junior,,Guitar,/items/diamond-memory-lane-junior
Diamond Opto-Compressor Guitar Effects Pedal,Diamond Opto-Compressor Guitar Effects Pedal,Diamond,Opto-Compressor Guitar Effects Pedal,,Guitar,/items/diamond-opto-compressor-guitar-effects-pedal
Diamond Quantum Leap,Diamond Quantum Leap,Diamond,Quantum Leap,,Guitar,/items/diamond-quantum-leap
Diamond Tremolo TRM-1,Diamond Tremolo TRM-1,Diamond,Tremolo TRM-1,,Guitar,/items/diamond-tremolo-trm-1
Diamond Vibrato Pedal,Diamond Vibrato Pedal,Diamond,Vibrato Pedal,,Guitar,/items/diamond-vibrato-pedal
Diaz Texas Ranger,Diaz Texas Ranger,Diaz,Texas Ranger,,Guitar,/items/diaz-texas-ranger
Diaz Texas Square Face,Diaz Texas Square Face,Diaz,Texas Square Face,,Guitar,/items/diaz-texas-square-face
Diaz Texas Tremodillo Tremolo Box Guitar Pedal,Diaz Texas Tremodillo Tremolo Box Guitar Pedal,Diaz,Texas Tremodillo Tremolo Box Guitar Pedal,,Guitar,/items/diaz-texas-tremodillo-tremolo-box-guitar-pedal
DigiTech 20th Anniversary Chrome Whammy Pedal,DigiTech 20th Anniversary Chrome Whammy Pedal,DigiTech,20th Anniversary Chrome Whammy Pedal,,Guitar,/items/digitech-20th-anniversary-chrome-whammy-pedal
DigiTech Artist Series Scott Ian Black-13,DigiTech Artist Series Scott Ian Black-13,DigiTech,Artist Series Scott Ian Black-13,,Guitar,/items/digitech-artist-series-scott-ian-black-13
DigiTech Bad Monkey Tube Overdrive,DigiTech Bad Monkey Tube Overdrive,DigiTech,Bad Monkey Tube Overdrive,,Guitar,/items/digitech-bad-monkey-tube-overdrive
DigiTech Bass Synth Wah - Envelope Filter,DigiTech Bass Synth Wah - Envelope Filter,DigiTech,Bass Synth Wah - Envelope Filter,,Guitar,/items/digitech-bass-synth-wah-envelope-filter
DigiTech Bass Whammy,DigiTech Bass Whammy,DigiTech,Bass Whammy,,Guitar,/items/digitech-bass-whammy
Digitech Control 2,DigiTech Control 2,DigiTech,Control 2,,Guitar,/items/digitech-control-2
"Digitech Dan Donegan ""The Weapon"" Pedal","DigiTech Dan Donegan ""The Weapon"" Pedal",DigiTech,"Dan Donegan ""The Weapon"" Pedal",,Guitar,/items/digitech-dan-donegan-the-weapon-pedal
DigiTech Death Metal,DigiTech Death Metal,DigiTech,Death Metal,,Guitar,/items/digitech-death-metal
DigiTech DGR Grunge Analog-Distortion Pedal,DigiTech DGR Grunge Analog-Distortion Pedal,DigiTech,DGR Grunge Analog-Distortion Pedal,,Guitar,/items/digitech-dgr-grunge-analog-distortion-pedal
Digitech DHP-33,DigiTech DHP-33,DigiTech,DHP-33,,Guitar,/items/digitech-dhp-33
DigiTech DigiDelay,DigiTech DigiDelay,DigiTech,DigiDelay,,Guitar,/items/digitech-digidelay
DigiTech DigiVerb Digital Reverb Pedal,DigiTech DigiVerb Digital Reverb Pedal,DigiTech,DigiVerb Digital Reverb Pedal,,Guitar,/items/digitech-digiverb-digital-reverb-pedal
DigiTech DL-8 Delay/Looper,DigiTech DL-8 Delay/Looper,DigiTech,DL-8 Delay/Looper,,Guitar,/items/digitech-dl-8-delay-looper
DigiTech DOD Phasor 201 Re-Issue,DigiTech DOD Phasor 201 Re-Issue,DigiTech,DOD Phasor 201 Re-Issue,,Guitar,/items/digitech-dod-phasor-201-re-issue
DigiTech Drop Polyphonic Drop Tune Pedal,DigiTech Drop Polyphonic Drop Tune Pedal,DigiTech,Drop Polyphonic Drop Tune Pedal,,Guitar,/items/digitech-drop-polyphonic-drop-tune-pedal
DigiTech GNX2,DigiTech GNX2,DigiTech,GNX2,,Guitar,/items/digitech-gnx2
DigiTech GSP1101 Guitar Multi Effects Processor,DigiTech GSP1101 Guitar Multi Effects Processor,DigiTech,GSP1101 Guitar Multi Effects Processor,,Guitar,/items/digitech-gsp1101-guitar-multi-effects-processor
DigiTech Hardwire DL8,DigiTech Hardwire DL8,DigiTech,Hardwire DL8,,Guitar,/items/digitech-hardwire-dl8
DigiTech Hardwire HT-6 Polyphonic Tuner,DigiTech Hardwire HT-6 Polyphonic Tuner,DigiTech,Hardwire HT-6 Polyphonic Tuner,,Guitar,/items/digitech-hardwire-ht-6-polyphonic-tuner
DigiTech Hardwire RV-7 Reverb,DigiTech Hardwire RV-7 Reverb,DigiTech,Hardwire RV-7 Reverb,,Guitar,/items/digitech-hardwire-rv-7-reverb
DigiTech HardWire Series CM-2 Tube Overdrive Guitar Effects Pedal,DigiTech HardWire Series CM-2 Tube Overdrive Guitar Effects Pedal,DigiTech,HardWire Series CM-2 Tube Overdrive Guitar Effects Pedal,,Guitar,/items/digitech-hardwire-series-cm-2-tube-overdrive-guitar-effects-pedal
DigiTech HardWire Series CR-7 Stereo Chorus Guitar Effects Pedal,DigiTech HardWire Series CR-7 Stereo Chorus Guitar Effects Pedal,DigiTech,HardWire Series CR-7 Stereo Chorus Guitar Effects Pedal,,Guitar,/items/digitech-hardwire-series-cr-7-stereo-chorus-guitar-effects-pedal
DigiTech Hardwire Series SC-2 Valve Distortion Guitar Effects Pedal,DigiTech Hardwire Series SC-2 Valve Distortion Guitar Effects Pedal,DigiTech,Hardwire Series SC-2 Valve Distortion Guitar Effects Pedal,,Guitar,/items/digitech-hardwire-series-sc-2-valve-distortion-guitar-effects-pedal
DigiTech Hardwire Series TR-7 Stereo Tremolo and Rotary Guitar Effects Pedal,DigiTech Hardwire Series TR-7 Stereo Tremolo and Rotary Guitar Effects Pedal,DigiTech,Hardwire Series TR-7 Stereo Tremolo and Rotary Guitar Effects Pedal,,Guitar,/items/digitech-hardwire-series-tr-7-stereo-tremolo-and-rotary-guitar-effects-pedal
DigiTech Hardwire SP-7 Stereo Phaser Pedal,DigiTech Hardwire SP-7 Stereo Phaser Pedal,DigiTech,Hardwire SP-7 Stereo Phaser Pedal,,Guitar,/items/digitech-hardwire-sp-7-stereo-phaser-pedal
DigiTech Hardwire Supernatural Ambient Reverb,DigiTech Hardwire Supernatural Ambient Reverb,DigiTech,Hardwire Supernatural Ambient Reverb,,Guitar,/items/digitech-hardwire-supernatural-ambient-reverb
DigiTech Hardwire TL-2 Metal Distortion,DigiTech Hardwire TL-2 Metal Distortion,DigiTech,Hardwire TL-2 Metal Distortion,,Guitar,/items/digitech-hardwire-tl-2-metal-distortion
DigiTech HM2 HarmonyMan Intelligent Pitch Shifter Pedal,DigiTech HM2 HarmonyMan Intelligent Pitch Shifter Pedal,DigiTech,HM2 HarmonyMan Intelligent Pitch Shifter Pedal,,Guitar,/items/digitech-hm2-harmonyman-intelligent-pitch-shifter-pedal
DigiTech Hot Head Distortion,DigiTech Hot Head Distortion,DigiTech,Hot Head Distortion,,Guitar,/items/digitech-hot-head-distortion
DigiTech HT-6 PolyChromatic Tuner,DigiTech HT-6 PolyChromatic Tuner,DigiTech,HT-6 PolyChromatic Tuner,,Guitar,/items/digitech-ht-6-polychromatic-tuner
Digitech IPS-33B Super Harmony Machine,DigiTech IPS-33B Super Harmony Machine,DigiTech,IPS-33B Super Harmony Machine,,Guitar,/items/digitech-ips-33b-super-harmony-machine
DigiTech iStomp,DigiTech iStomp,DigiTech,iStomp,,Guitar,/items/digitech-istomp
DigiTech JamMan,DigiTech JamMan,DigiTech,JamMan,,Guitar,/items/digitech-jamman--2
DigiTech JamMan Delay,DigiTech JamMan Delay,DigiTech,JamMan Delay,,Guitar,/items/digitech-jamman-delay
DigiTech JamMan Solo Looper Pedal,DigiTech JamMan Solo Looper Pedal,DigiTech,JamMan Solo Looper Pedal,,Guitar,/items/digitech-jamman-solo-looper-pedal
DigiTech JamMan Vocal XT Vocal Looper Effects Pedal,DigiTech JamMan Vocal XT Vocal Looper Effects Pedal,DigiTech,JamMan Vocal XT Vocal Looper Effects Pedal,,Guitar,/items/digitech-jamman-vocal-xt-vocal-looper-effects-pedal
Digitech Jimi Hendrix Experience,DigiTech Jimi Hendrix Experience,DigiTech,Jimi Hendrix Experience,,Guitar,/items/digitech-jimi-hendrix-experience
DigiTech JMEXTV JamMan Express XT Compact Stereo Looper Pedal,DigiTech JMEXTV JamMan Express XT Compact Stereo Looper Pedal,DigiTech,JMEXTV JamMan Express XT Compact Stereo Looper Pedal,,Guitar,/items/digitech-jmextv-jamman-express-xt-compact-stereo-looper-pedal
DigiTech JML2 JamMan Stereo Looper and Phrase Sampler,DigiTech JML2 JamMan Stereo Looper and Phrase Sampler,DigiTech,JML2 JamMan Stereo Looper and Phrase Sampler,,Guitar,/items/digitech-jml2-jamman-stereo-looper-and-phrase-sampler
DigiTech Luxe,DigiTech Luxe,DigiTech,Luxe,,Guitar,/items/digitech-luxe
Digitech Mosaic 12-String Emulator,DigiTech Mosaic 12-String Emulator,DigiTech,Mosaic 12-String Emulator,,Guitar,/items/digitech-mosaic-12-string-emulator
DigiTech Multi Chorus - Chorus/Rotary Pedal,DigiTech Multi Chorus - Chorus/Rotary Pedal,DigiTech,Multi Chorus - Chorus/Rotary Pedal,,Guitar,/items/digitech-multi-chorus-chorus-rotary-pedal
DigiTech Obscura Altered Delay,DigiTech Obscura Altered Delay,DigiTech,Obscura Altered Delay,,Guitar,/items/digitech-obscura-altered-delay
DigiTech PDS-1002 Digital Delay Effects Pedal,DigiTech PDS-1002 Digital Delay Effects Pedal,DigiTech,PDS-1002 Digital Delay Effects Pedal,,Guitar,/items/digitech-pds-1002-digital-delay-effects-pedal
Digitech PDS-8000 Echo Plus,DigiTech PDS-8000 Echo Plus,DigiTech,PDS-8000 Echo Plus,,Guitar,/items/digitech-pds-8000-echo-plus
DigiTech Polara Reverb,DigiTech Polara Reverb,DigiTech,Polara Reverb,,Guitar,/items/digitech-polara-reverb
Digitech RP-20,DigiTech RP-20,DigiTech,RP-20,,Guitar,/items/digitech-rp-20
DigiTech RP100,DigiTech RP100,DigiTech,RP100,,Guitar,/items/digitech-rp100
Digitech RP355,DigiTech RP355,DigiTech,RP355,,Guitar,/items/digitech-rp355
DigiTech RP360,DigiTech RP360,DigiTech,RP360,,Guitar,/items/digitech-rp360
DigiTech RP500,DigiTech RP500,DigiTech,RP500,,Guitar,/items/digitech-rp500
Digitech Rp55,DigiTech Rp55,DigiTech,Rp55,,Guitar,/items/digitech-rp55
DigiTech Studio Quad 4: 4-in 4-out multi-effects processor,DigiTech Studio Quad 4: 4-in 4-out multi-effects processor,DigiTech,Studio Quad 4: 4-in 4-out multi-effects processor,,Guitar,/items/digitech-studio-quad-4-4-in-4-out-multi-effects-processor
DigiTech Synth Wah,DigiTech Synth Wah,DigiTech,Synth Wah,,Guitar,/items/digitech-synth-wah
DigiTech TimeBender,DigiTech TimeBender,DigiTech,TimeBender,,Guitar,/items/digitech-timebender
DigiTech Vocal 300,DigiTech Vocal 300,DigiTech,Vocal 300,,Guitar,/items/digitech-vocal-300
DigiTech WH1 Whammy Pedal,DigiTech WH1 Whammy Pedal,DigiTech,WH1 Whammy Pedal,,Guitar,/items/digitech-wh1-whammy-pedal
DigiTech Whammy (4th Gen),DigiTech Whammy (4th Gen),DigiTech,Whammy (4th Gen),,Guitar,/items/digitech-whammy-4th-gen
DigiTech Whammy (5th Gen),DigiTech Whammy (5th Gen),DigiTech,Whammy (5th Gen),,Guitar,/items/digitech-whammy-5th-gen
DigiTech Whammy DT Drop Tune Guitar Effects Pedal,DigiTech Whammy DT Drop Tune Guitar Effects Pedal,DigiTech,Whammy DT Drop Tune Guitar Effects Pedal,,Guitar,/items/digitech-whammy-dt-drop-tune-guitar-effects-pedal
DigiTech Whammy II Guitar Effects Pedal,DigiTech Whammy II Guitar Effects Pedal,DigiTech,Whammy II Guitar Effects Pedal,,Guitar,/items/digitech-whammy-ii-guitar-effects-pedal
DigiTech Whammy Pitch-Shifting Pedal,DigiTech Whammy Pitch-Shifting Pedal,DigiTech,Whammy Pitch-Shifting Pedal,,Guitar,/items/digitech-whammy-pitch-shifting-pedal
Digitech XHP Hyper Phase,DigiTech XHP Hyper Phase,DigiTech,XHP Hyper Phase,,Guitar,/items/digitech-xhp-hyper-phase
DigiTech XMM Metal Master Heavy Metal Distortion Pedal,DigiTech XMM Metal Master Heavy Metal Distortion Pedal,DigiTech,XMM Metal Master Heavy Metal Distortion Pedal,,Guitar,/items/digitech-xmm-metal-master-heavy-metal-distortion-pedal
DigiTech XP-100 Whammy-Wah,DigiTech XP-100 Whammy-Wah,DigiTech,XP-100 Whammy-Wah,,Guitar,/items/digitech-xp-100-whammy-wah
DigiTech XP-300 Space Station,DigiTech XP-300 Space Station,DigiTech,XP-300 Space Station,,Guitar,/items/digitech-xp-300-space-station
DigiTech XP-99 Space Station,DigiTech XP-99 Space Station,DigiTech,XP-99 Space Station,,Guitar,/items/digitech-xp-99-space-station
DigiTech XP200 Modulator,DigiTech XP200 Modulator,DigiTech,XP200 Modulator,,Guitar,/items/digitech-xp200-modulator
DigiTech XTD Tone Driver Overdrive Pedal,DigiTech XTD Tone Driver Overdrive Pedal,DigiTech,XTD Tone Driver Overdrive Pedal,,Guitar,/items/digitech-xtd-tone-driver-overdrive-pedal
DiMarzio Jumper Cable EP17J06RR Patch Cables,DiMarzio Jumper Cable EP17J06RR Patch Cables,DiMarzio,Jumper Cable EP17J06RR Patch Cables,,Guitar,/items/dimarzio-jumper-cable-ep17j06rr-patch-cables
Dinosaural Opticompressor OTC - 201,Dinosaural OTC-201 Opti Compressor,Dinosaural,OTC-201 Opti Compressor,,Guitar,/items/dinosaural-opticompressor-otc-201
Dirt Transmitter,EarthQuaker Devices Dirt Transmitter,Earthquaker Devices,#VALUE!,,Guitar,/items/dirt-transmitter
Dirty Boy Afro Fuzz,Dirty Boy Afro Fuzz,Dirty Boy,Afro Fuzz,,Guitar,/items/dirty-boy-afro-fuzz
Dirty Boy Ball Buster,Dirty Boy Ball Buster,Dirty Boy,Ball Buster,,Guitar,/items/dirty-boy-ball-buster
Dirty Boy Black Sheep,Dirty Boy Black Sheep,Dirty Boy,Black Sheep,,Guitar,/items/dirty-boy-black-sheep
Dirty Boy Buzzy Boy,Dirty Boy Buzzy Boy,Dirty Boy,Buzzy Boy,,Guitar,/items/dirty-boy-buzzy-boy
Dirty Boy Cannibal Boy,Dirty Boy Cannibal Boy,Dirty Boy,Cannibal Boy,,Guitar,/items/dirty-boy-cannibal-boy
Dirty Boy Fuzzy Boy,Dirty Boy Fuzzy Boy,Dirty Boy,Fuzzy Boy,,Guitar,/items/dirty-boy-fuzzy-boy
Dirty Boy Germanium Boy,Dirty Boy Germanium Boy,Dirty Boy,Germanium Boy,,Guitar,/items/dirty-boy-germanium-boy
Dirty Boy Octo '59,Dirty Boy Octo '59,Dirty Boy,Octo '59,,Guitar,/items/dirty-boy-octo-59
Dirty Boy Stone Boy,Dirty Boy Stone Boy,Dirty Boy,Stone Boy,,Guitar,/items/dirty-boy-stone-boy
Dirty Boy Tone Bully Fuzz Pedal,Dirty Boy Tone Bully Fuzz Pedal,Dirty Boy,Tone Bully Fuzz Pedal,,Guitar,/items/dirty-boy-tone-bully-fuzz-pedal
Disaster Area DMC-3XL MIDI Foot Controller,Disaster Area DMC-3XL MIDI Foot Controller,Disaster Area,DMC-3XL MIDI Foot Controller,,Guitar,/items/disaster-area-dmc-3xl-midi-foot-controller
Divided by 13 Joyride Overdrive,Divided by 13 Joyride Overdrive,Divided by 13,Joyride Overdrive,,Guitar,/items/divided-by-13-joyride-overdrive
Divided By 13 Switchazel,Divided By 13 Switchazel,Divided by 13,#VALUE!,,Guitar,/items/divided-by-13-switchazel
DLS RotoSIM,DLS RotoSIM,DLS,RotoSIM,,Guitar,/items/dls-rotosim
DOD 440 Envelope Filter,DOD 440 Envelope Filter,DOD,440 Envelope Filter,,Guitar,/items/dod-440-envelope-filter
DOD Analog Delay,DOD Analog Delay,DOD,Analog Delay,,Guitar,/items/dod-analog-delay
DOD Bifet Boost 410 (2014),DOD Bifet Boost 410 (2014),DOD,Bifet Boost 410 (2014),,Guitar,/items/dod-bifet-boost-410-2014
DOD Buzz Box FX33,DOD Buzz Box FX33,DOD,Buzz Box FX33,,Guitar,/items/dod-buzz-box-fx33
DOD Chain Reaction,DOD Chain Reaction,DOD,Chain Reaction,,Guitar,/items/dod-chain-reaction
DOD Compressor 280 (2014),DOD Compressor 280 (2014),DOD,Compressor 280 (2014),,Guitar,/items/dod-compressor-280-2014
DOD Envelope Filter 440  (2014),DOD Envelope Filter 440  (2014),DOD,Envelope Filter 440  (2014),,Guitar,/items/dod-envelope-filter-440-2014
DOD Flanger 670 Guitar Effect Pedal,DOD Flanger 670 Guitar Effect Pedal,DOD,Flanger 670 Guitar Effect Pedal,,Guitar,/items/dod-flanger-670-guitar-effect-pedal
DOD FX-17 Wah-Volume Pedal,DOD FX-17 Wah-Volume Pedal,DOD,FX-17 Wah-Volume Pedal,,Guitar,/items/dod-fx-17-wah-volume-pedal
DOD FX13 Gonkulator Modulator Pedal,DOD FX13 Gonkulator Modulator Pedal,DOD,FX13 Gonkulator Modulator Pedal,,Guitar,/items/dod-fx13-gonkulator-modulator-pedal
DOD FX25 Envelope Filter Pedal,DOD FX25 Envelope Filter Pedal,DOD,FX25 Envelope Filter Pedal,,Guitar,/items/dod-fx25-envelope-filter-pedal
DOD FX25B Envelope Filter,DOD FX25B Envelope Filter,DOD,FX25B Envelope Filter,,Guitar,/items/dod-fx25b-envelope-filter
DOD FX32 Meat Box Guitar Effects Pedal,DOD FX32 Meat Box Guitar Effects Pedal,DOD,FX32 Meat Box Guitar Effects Pedal,,Guitar,/items/dod-fx32-meat-box-guitar-effects-pedal
DOD FX35 Octoplus,DOD FX35 Octoplus,DOD,FX35 Octoplus,,Guitar,/items/dod-fx35-octoplus
DOD FX40B Equalizer Pedal,DOD FX40B Equalizer Pedal,DOD,FX40B Equalizer Pedal,,Guitar,/items/dod-fx40b-equalizer-pedal
DOD FX55B Supra Distortion Pedal,DOD FX55B Supra Distortion Pedal,DOD,FX55B Supra Distortion Pedal,,Guitar,/items/dod-fx55b-supra-distortion-pedal
DOD FX65 Stereo Chorus,DOD FX65 Stereo Chorus,DOD,FX65 Stereo Chorus,,Guitar,/items/dod-fx65-stereo-chorus
DOD FX69 Grunge,DOD FX69 Grunge,DOD,FX69 Grunge,,Guitar,/items/dod-fx69-grunge
DOD FX90 Delay,DOD FX90 Delay,DOD,FX90 Delay,,Guitar,/items/dod-fx90-delay
DOD FX92 Bass Grunge,DOD FX92 Bass Grunge,DOD,FX92 Bass Grunge,,Guitar,/items/dod-fx92-bass-grunge
DOD Gonkulator Ring Modulator,DOD Gonkulator Ring Modulator,DOD,Gonkulator Ring Modulator,,Guitar,/items/dod-gonkulator-ring-modulator
DOD Graphic Equalizer,DOD Graphic Equalizer,DOD,Graphic Equalizer,,Guitar,/items/dod-graphic-equalizer
DOD Overdrive Preamp 250 Guitar Pedal,DOD Overdrive Preamp 250 Guitar Pedal,DOD,Overdrive Preamp 250 Guitar Pedal,,Guitar,/items/dod-overdrive-preamp-250-guitar-pedal
DOD Phasor 201,DOD Phasor 201,DOD,Phasor 201,,Guitar,/items/dod-phasor-201
DOD Stereo Chorus 565 Performer,DOD Stereo Chorus 565 Performer,DOD,Stereo Chorus 565 Performer,,Guitar,/items/dod-stereo-chorus-565-performer
DOD Stereo Flanger,DOD Stereo Flanger,DOD,Stereo Flanger,,Guitar,/items/dod-stereo-flanger
DOD VoFX Vocal FX Processor,DOD VoFX Vocal FX Processor,DOD,VoFX Vocal FX Processor,,Guitar,/items/dod-vofx-vocal-fx-processor
DOD/SHOE Looking Glass Overdrive,DOD Looking Glass Overdrive,DOD,Looking Glass Overdrive,,Guitar,/items/dod-shoe-looking-glass-overdrive
Donner Blues Drive,Donner Blues Drive,Donner,Blues Drive,,Guitar,/items/donner-blues-drive
donner noise killer,Donner Noise Killer,Donner,Noise Killer,,Guitar,/items/donner-noise-killer
Donner Yellow Fall Vintage Pure Analog Delay Guitar Effect Pedal True Bypass,Donner Yellow Fall Vintage Pure Analog Delay,Donner,Yellow Fall Vintage Pure Analog Delay,,Guitar,/items/donner-yellow-fall-vintage-pure-analog-delay-guitar-effect-pedal-true-bypass
Dr Green Bearded Lady Bass Fuzz Pedal,Dr. Green Bearded Lady Bass Fuzz Pedal,Dr. Green,Bearded Lady Bass Fuzz Pedal,,Guitar,/items/dr-green-bearded-lady-bass-fuzz-pedal
Dr Green Doctors Note Envelope Filter Bass Pedal,Dr. Green Doctors Note Envelope Filter Bass Pedal,Dr. Green,Doctors Note Envelope Filter Bass Pedal,,Guitar,/items/dr-green-doctors-note-envelope-filter-bass-pedal
Dr Green Tourniquet Compressor Bass Guitar Effects Pedal,Dr. Green Tourniquet Compressor Bass Guitar Effects Pedal,Dr. Green,Tourniquet Compressor Bass Guitar Effects Pedal,,Guitar,/items/dr-green-tourniquet-compressor-bass-guitar-effects-pedal
Dr Scientist BitQuest!,Dr. Scientist BitQuest!,Dr. Scientist,BitQuest!,,Guitar,/items/dr-scientist-bitquest
Dr Scientist Reverberator,Dr. Scientist Reverberator,Dr. Scientist,Reverberator,,Guitar,/items/dr-scientist-reverberator--2
Dr. No Octofuzz,Dr. No Octofuzz,Dr. No,Octofuzz,,Guitar,/items/dr-no-octofuzz
Dr. Scientist Reverberator,Dr. Scientist Reverberator,Dr. Scientist,Reverberator,,Guitar,/items/dr-scientist-reverberator
Dr. Scientist The Elements,Dr. Scientist The Elements,Dr. Scientist,The Elements,,Guitar,/items/dr-scientist-the-elements
Dr. Scientist Tremolessence,Dr. Scientist Tremolessence,Dr. Scientist,Tremolessence,,Guitar,/items/dr-scientist-tremolessence
Dr.No Alain Johannes 11:11,Dr. No Alain Johannes 11:11,Dr. No,Alain Johannes 11:11,,Guitar,/items/dr-no-alain-johannes-11-11
Dr.No Drive-O-Matic Effects Pedal,Dr. No Drive-O-Matic Effects Pedal,Dr. No,Drive-O-Matic Effects Pedal,,Guitar,/items/dr-no-drive-o-matic-effects-pedal
Dr.No More Gary,Dr. No More Gary,Dr. No,More Gary,,Guitar,/items/dr-no-more-gary
Dr.No Powerdriver/ Booster,Dr. No Powerdriver/ Booster,Dr. No,Powerdriver/ Booster,,Guitar,/items/dr-no-powerdriver-booster
Dregain - Dregen Signature,Reaper Pedals Dregain - Dregen Signature,Reaper Pedals,Dregain - Dregen Signature,,Guitar,/items/dregain-dregen-signature
Drive Breaker Distortion Effects Pedal,Sobbat Drive Breaker Distortion Effects Pedal,Sobbat,Drive Breaker Distortion Effects Pedal,,Guitar,/items/drive-breaker-distortion-effects-pedal
Drybell Vibe Machine V-1,Drybell Vibe Machine V-1,Drybell,Vibe Machine V-1,,Guitar,/items/drybell-vibe-machine-v-1
Duesenberg Gold Boost Guitar Effects Pedal,Duesenberg Gold Boost Guitar Effects Pedal,Duesenberg,Gold Boost Guitar Effects Pedal,,Guitar,/items/duesenberg-gold-boost-guitar-effects-pedal
Dunlop 535Q Cry Baby Multi-Wah,Dunlop 535Q Cry Baby Multi-Wah,Dunlop,535Q Cry Baby Multi-Wah,,Guitar,/items/dunlop-535q-cry-baby-multi-wah
Dunlop 535QC Chrome Cry Baby Wah Pedal,Dunlop 535QC Chrome Cry Baby Wah Pedal,Dunlop,535QC Chrome Cry Baby Wah Pedal,,Guitar,/items/dunlop-535qc-chrome-cry-baby-wah-pedal
Dunlop 95Q Cry Baby Wah Wah,Dunlop 95Q Cry Baby Wah Wah,Dunlop,95Q Cry Baby Wah Wah,,Guitar,/items/dunlop-95q-cry-baby-wah-wah
